4.551802983,4.927884
5.040317749,4.927867
5.342062504,4.927622
5.229440683,4.92699
4.970630022,4.926061
4.53482905,4.92511
5.339597017,4.924439
4.801909497,4.924114
5.045862251,4.924452
4.524204666,4.925694
4.697974135,4.928158
5.103153315,4.931917
4.849072756,4.936904
4.576460647,4.943156
4.903328666,4.950657
4.970120439,4.95917
5.174973486,4.968427
5.215359173,4.978167
4.548897327,4.988256
4.944919955,4.998702
5.142828368,5.009248
5.188013769,5.019603
4.723544541,5.029558
5.25803421,5.039006
5.112376713,5.047653
4.855421474,5.05534
5.342940855,5.061947
4.971958438,5.067231
4.759150466,5.071121
5.476934881,5.073487
5.467720375,5.074011
5.49788332,5.072619
4.899018098,5.069476
5.011230188,5.065004
5.052123019,5.059524
5.16347646,5.053321
5.192018124,5.046678
4.740144841,5.039944
4.723465353,5.033557
4.853651004,5.02777
4.772405088,5.022653
5.258606597,5.018166
4.99328712,5.014121
5.013987041,5.010471
4.721586714,5.007162
5.000814064,5.004138
5.284109745,5.001171
5.262590536,4.998032
5.128732569,4.994663
4.689974496,4.991165
5.381458232,4.987721
4.547079409,4.984334
5.277133638,4.981242
4.507946719,4.97842
4.980736045,4.976021
4.600420018,4.973915
5.429563632,4.971972
4.769910033,4.969838
5.488566946,4.967435
5.395500116,4.964564
4.728502983,4.961343
5.003558284,4.958149
4.752302598,4.955221
4.688476471,4.952823
5.334570537,4.951097
4.681375073,4.950024
5.489418423,4.949819
4.714571338,4.950532
4.581235236,4.952541
4.57341135,4.956083
4.783209204,4.961167
5.112428934,4.967571
4.939971897,4.974966
4.794501512,4.983109
4.958371382,4.991738
5.00800325,5.000474
5.459474202,5.00892
5.090905593,5.016682
4.514136543,5.023642
5.255466397,5.029723
5.482984304,5.034542
5.454087093,5.037851
5.322044111,5.039676
5.348603515,5.040293
4.89335396,5.040151
4.532485,5.039886
4.608909991,5.040043
4.603475256,5.040861
5.336144078,5.042318
5.306864576,5.044126
5.487349278,5.046174
5.173700662,5.048513
4.716559549,5.051459
4.568769368,5.055405
4.750918848,5.060541
4.767884861,5.066763
4.532133442,5.073776
4.644527838,5.081107
4.792934494,5.087954
7.5,5.093249
5.176210216,5.095746
5.392929573,5.095658
4.880791494,5.093247
4.92692944,5.088955
4.943434937,5.083096
4.887585889,5.075885
5.441363163,5.067451
5.398264384,5.057812
4.686484328,5.047211
5.440263145,5.036096
5.00891555,5.024698
4.620440927,5.013494
4.621471285,5.002949
5.274864561,4.993291
4.512909066,4.984516
4.646315011,4.976793
5.120562888,4.970002
5.384830018,4.963824
4.777173403,4.958031
5.195599848,4.952651
5.254152891,4.947602
4.661679525,4.942949
4.744634131,4.938943
4.98652885,4.935665
4.804335606,4.933076
5.224873875,4.931171
5.019514601,4.929866
5.247541907,4.929252
4.568730678,4.92948
4.948258256,4.930888
4.95780787,4.9336
4.564729741,4.937748
4.675258196,4.94348
4.619392514,4.950716
5.410766814,4.959215
4.990631046,4.968535
4.670911901,4.978508
4.751628283,4.988977
5.350826575,4.999603
5.479605749,5.009898
5.039689378,5.01959
4.536425753,5.028692
4.92093755,5.037228
4.842812672,5.044924
5.10277909,5.051435
5.493261992,5.056293
5.310843326,5.059064
5.193654788,5.059576
5.464037864,5.057811
5.183114545,5.05383
5.203281618,5.047945
4.526084801,5.040541
5.345043794,5.032101
5.136678272,5.022795
4.874376046,5.012982
5.347853566,5.003091
4.598866683,4.993466
4.679708981,4.984662
4.615484079,4.976991
4.967404249,4.970585
4.933308517,4.965352
5.41692522,4.961202
4.511084272,4.958023
4.820957747,4.955981
5.299117258,4.954969
4.985252751,4.954801
4.512779889,4.955497
4.50590149,4.957096
5.394799071,4.95937
5.240182381,4.961817
5.007142264,4.964197
4.698450683,4.966441
4.858929718,4.968506
4.801693135,4.970185
5.326672927,4.971205
5.48318738,4.971193
4.748178129,4.969988
5.2247568,4.967742
5.08554199,4.964471
4.942559875,4.960349
4.847071825,4.95562
4.527359483,4.950521
5.278996562,4.945221
4.836486701,4.939632
5.161731358,4.933869
4.90280361,4.927986
4.977036007,4.922172
4.603981161,4.916604
5.446850919,4.91149
4.830190082,4.906849
4.556805313,4.903026
4.701067875,4.900317
4.524580615,4.898811
5.021610687,4.898472
4.92435962,4.899042
4.671791572,4.900335
4.762875393,4.90218
5.400536523,4.904269
5.458007818,4.906208
4.508524997,4.907905
